start_date,end_date,eod_ticker,open_figi,cik,cusip,isin,sector,industry,gic_sector,gic_group,gic_industry,gic_sub_industry,country_iso
1984-11-05,,EQT.US,BBG000BHZ5J9,33213,294549100,US26884L1098,Energy,Oil & Gas E&P,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,US
2021-07-16,,ERAS.US,BBG00MTSR883,1761918,,US29479A1088,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
2008-07-02,,ERII.US,BBG000VFBBC1,1421517,29270J100,US29270J1007,Industrials,Pollution & Treatment Controls,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplies & Components,US
1991-08-29,,ERNA.US,BBG000CX5677,748592,,,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
1984-11-05,,ES.US,BBG000BQ87N0,72741,664397106,US30040W1080,Utilities,Utilities - Regulated Electric,Utilities,Utilities,Electric Utilities,Electric Utilities,US
1980-03-17,,ESCA.US,BBG000BJ0H70,33488,296056104,US2960561049,Consumer Cyclical,Leisure,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products,US
1990-10-01,,ESE.US,BBG000C4S3P3,866706,269030201,US2963151046,Technology,Scientific & Technical Instruments,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplies & Components,US
1997-04-01,,ESGR.US,BBG000NQKP71,1363829,G3075P101,US29358R1077,Financial Services,Insurance - Diversified,Financials,Insurance,Insurance,Reinsurance,US
2021-09-23,,ESMT.US,BBG00WHNM2G4,1863105,,US29283F1030,Technology,Software - Infrastructure,Information Technology,Software & Services,Software,Application Software,US
2013-10-31,,ESNT.US,BBG0058YL7G9,1448893,G3198U102,USG3198U1028,Financial Services,Insurance - Specialty,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,US
2013-06-26,,ESPR.US,BBG004KB3S72,1434868,29664W105,US29664W1053,Healthcare,Drug Manufacturers - Specialty & Generic,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
2017-06-27,,ESQ.US,BBG003BCFHX4,1531031,29667J101,US29667J1016,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
2013-10-02,,ESRT.US,BBG002N8HMW0,1541401,292104106,US2921041065,Real Estate,REIT - Diversified,Real Estate,Equity Real Estate Investment Trusts (REITs),Diversified REITs,Diversified REITs,US
1994-06-07,,ESS.US,BBG000CGJMB9,920522,297178105,US2971781057,Real Estate,REIT - Residential,Real Estate,Equity Real Estate Investment Trusts (REITs),Diversified REITs,Residential REITs,US
2007-04-04,,ESSA.US,BBG000R3PVY0,1382230,29667D104,US29667D1046,Financial Services,Banks - Regional,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,US
1984-11-05,,ESTE.US,BBG000BDS5Z8,10254,069842102,US27032D3044,Energy,Oil & Gas E&P,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,US
1993-03-16,,ETD.US,BBG000BBVDT8,896156,,US2976021046,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Home Furnishings,US
1972-06-01,,ETN.US,BBG000BJ3PD2,1551182,278058102,USG291831034,Industrials,Specialty Industrial Machinery,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipment,US
2019-11-11,,ETNB.US,BBG00QKDZ8J5,1785173,282559103,US2825591033,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
2018-11-13,,ETON.US,BBG00H0KCMV1,1710340,29772L108,US29772L1089,Healthcare,Drug Manufacturers - Specialty & Generic,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,Pharmaceuticals,US
1988-01-18,,ETR.US,BBG000C1FQS9,65984,29364G103,US29364G1031,Utilities,Utilities - Regulated Electric,Utilities,Utilities,Electric Utilities,Electric Utilities,US
2018-10-31,,ETRN.US,BBG00K53L394,1747009,294600101,US2946001011,Energy,Oil & Gas Midstream,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation,US
2015-04-15,,ETSY.US,BBG000N7MXL8,1370637,29786A106,US29786A1060,Consumer Cyclical,Internet Retail,Consumer Discretionary,Consumer Discretionary Distribution & Retail,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail,US
2020-06-15,,ETWO.US,BBG00S91HBM9,1800347,,US29788T1034,Technology,Software - Application,Information Technology,Software & Services,Software,Application Software,US
2016-09-16,,EVBG.US,BBG0022FMPD5,1437352,29978A104,US29978A1043,Technology,Software - Application,Information Technology,Software & Services,Software,Application Software,US
2001-07-09,,EVBN.US,BBG000CB1FM2,842518,29911Q208,US29911Q2084,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
2000-08-02,,EVC.US,BBG000BTNV54,1109116,29382R107,US29382R1077,Communication Services,Advertising Agencies,Communication Services,Media & Entertainment,Media,Broadcasting,US
2021-07-01,,EVCM.US,BBG0118LMWY9,1853145,,US29977X1054,Technology,Software - Infrastructure,Information Technology,Software & Services,Software,Application Software,US
2018-06-28,,EVER.US,BBG00F17NDH7,1640428,30041R108,US30041R1086,Communication Services,Internet Content & Information,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,US
2014-11-20,,EVFM.US,BBG0026ZG450,1618835,30048L104,US30048L2034,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,,US
2020-11-20,,EVGO.US,BBG00XP21PQ0,1821159,,US30052F1003,Consumer Cyclical,Specialty Retail,Consumer Discretionary,Consumer Discretionary Distribution & Retail,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail,US
2015-06-05,,EVH.US,BBG005CHLM96,1628908,30050B101,US30050B1017,Healthcare,Health Information Services,Health Care,Health Care Equipment & Services,Health Care Technology,Health Care Technology,US
1984-11-06,,EVI.US,BBG000H3TTM5,65312,591639109,US26929N1028,Industrials,Industrial Distribution,Industrials,Capital Goods,Trading Companies & Distributors,Trading Companies & Distributors,US
2018-05-09,,EVLO.US,BBG00H43XR69,1694665,299734103,US2997341035,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
2020-09-22,,EVLV.US,BBG00W1PPKX4,1805385,,US30049H1023,Industrials,Security & Protection Services,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,US
2018-05-23,,EVOP.US,BBG00KRX3MG4,1704596,26927E104,US26927E1047,Technology,Software-Infrastructure,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services,US
2006-08-11,,EVR.US,BBG000BP30Y0,1360901,29977A105,US29977A1051,Financial Services,Capital Markets,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage,US
1984-11-05,,EVRG.US,BBG00H433CR2,1711269,30034W106,US30034W1062,Utilities,Utilities - Regulated Electric,Utilities,Utilities,Electric Utilities,Electric Utilities,US
2005-09-23,,EVRI.US,BBG000H1B407,1318568,378967103,US30034T1034,Consumer Cyclical,Gambling,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming,US
2013-04-12,,EVTC.US,BBG000J187K0,1559865,30040P103,US30040P1030,Technology,Software - Infrastructure,Financials,Financial Services,Financial Services,Transaction & Payment Processing Services,US
2000-03-27,,EW.US,BBG000BRXP69,1099800,28176E108,US28176E1082,Healthcare,Medical Devices,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,US
1999-02-08,,EWBC.US,BBG000CR20B1,1069157,27579R104,US27579R1041,Financial Services,Banks - Diversified,Financials,Banks,Banks,Regional Banks,US
2021-08-05,,EWCZ.US,BBG011RWTYW5,1856236,,US29882P1066,Consumer Defensive,Household & Personal Products,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services,US
2021-03-26,,EWTX.US,BBG00K4Y2H24,1710072,,US28036F1057,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
2001-01-31,,EXAS.US,BBG000CWL0F5,1124140,30063P105,US30063P1057,Healthcare,Diagnostics & Research,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
1973-05-02,,EXC.US,BBG000J6XT05,1109357,30161N101,US30161N1019,Utilities,Utilities - Regulated Electric,Utilities,Utilities,Electric Utilities,Electric Utilities,US
2000-04-11,,EXEL.US,BBG000BQ4WF8,939767,30161Q104,US30161Q1040,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
2006-10-20,,EXLS.US,BBG000NS3P30,1297989,302081104,US3020811044,Technology,Information Technology Services,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services,US
1994-04-12,,EXP.US,BBG000BJW241,918646,26969P207,US26969P1084,Basic Materials,Building Materials,Materials,Materials,Construction Materials,Construction Materials,US
1984-11-05,,EXPD.US,BBG000BJ5GK2,746515,302130109,US3021301094,Industrials,Integrated Freight & Logistics,Industrials,Transportation,Air Freight & Logistics,Air Freight & Logistics,US
2005-07-20,,EXPE.US,BBG000QY3XZ2,1324424,30212P105,US30212P3038,Consumer Cyclical,Travel Services,Consumer Discretionary,Consumer Discretionary Distribution & Retail,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail,US
2013-11-19,,EXPI.US,BBG001DCTG63,1495932,30212W100,US30212W1009,Real Estate,Real Estate Services,Real Estate,Real Estate Management & Development,Real Estate Management & Development,Real Estate Development,US
1990-08-17,,EXPO.US,BBG000F31Z34,851520,303132104,US30214U1025,Industrials,Engineering & Construction,Industrials,Commercial & Professional Services,Professional Services,Research & Consulting Services,US
2010-05-13,,EXPR.US,BBG000QB2L61,1483510,30219E103,US30219E1038,Consumer Cyclical,Apparel Retail,Consumer Discretionary,Consumer Discretionary Distribution & Retail,Specialty Retail,Apparel Retail,US
2004-08-12,,EXR.US,BBG000PV27K3,1289490,30225T102,US30225Y1028,Real Estate,REIT - Industrial,Real Estate,Equity Real Estate Investment Trusts (REITs),Diversified REITs,Specialized REITs,US
1999-04-09,,EXTR.US,BBG000BFR0T2,1078271,30226D106,US30226D1063,Technology,Communication Equipment,Information Technology,Technology Hardware & Equipment,Communications Equipment,Communications Equipment,US
2017-10-26,,EYE.US,BBG00HVQF9K2,1710155,63845R107,US63845R1077,Consumer Cyclical,Specialty Retail,Consumer Discretionary,Consumer Discretionary Distribution & Retail,Specialty Retail,Other Specialty Retail,US
2005-01-27,,EYPT.US,BBG000F90JX5,1314102,74439M107,US30233G2093,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,Pharmaceuticals,US
1991-08-27,,EZPW.US,BBG000C93HM1,876523,302301106,US3023011063,Financial Services,Credit Services,Financials,Financial Services,Consumer Finance,Consumer Finance,US
1972-06-01,,F.US,BBG000BQPC32,37996,345370100,US3453708600,Consumer Cyclical,Auto Manufacturers,Consumer Discretionary,Automobiles & Components,Automobiles,Automobile Manufacturers,US
2021-06-23,,FA.US,BBG011J0CV21,1210677,,US31846B1089,Industrials,Specialty Business Services,Industrials,Commercial & Professional Services,Professional Services,Human Resource & Employment Services,US
1980-03-17,,FACO.US,BBG000CY5YQ3,1017907,317936102,US3184571087,Financial Services,Insurance - Specialty,Financials,Insurance,Insurance,Property & Casualty Insurance,US
2010-05-24,,FAF.US,BBG000V78V75,1472787,31847R102,US31847R1023,Financial Services,Insurance - Specialty,Financials,Insurance,Insurance,Property & Casualty Insurance,US
1994-06-28,,FALC.US,BBG000G5Z485,922521,306137209,US3061372096,Technology,Software - Application,Information Technology,Software & Services,Software,Systems Software,US
2012-10-12,,FANG.US,BBG002PHSYX9,1539838,25278X109,US25278X1090,Energy,Oil & Gas E&P,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,US
1980-03-17,,FARM.US,BBG000BJ8GB9,34563,307675108,US3076751086,Consumer Defensive,Packaged Foods,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,US
1997-09-18,,FARO.US,BBG000BJD7C2,917491,311642102,US3116421021,Technology,Scientific & Technical Instruments,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,US
1987-08-20,,FAST.US,BBG000BJ8YN7,815556,311900104,US3119001044,Industrials,Industrial Distribution,Industrials,Capital Goods,Trading Companies & Distributors,Trading Companies & Distributors,US
2013-10-01,,FATE.US,BBG000QP35H2,1434316,31189P102,US31189P1021,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
2021-03-29,,FATH.US,BBG00Z1HRKS9,1836176,,US31189Y1038,Technology,Computer Hardware,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,US
2011-11-17,,FBIO.US,BBG001J2MFH6,1429260,21976U109,US34960Q1094,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
2005-10-07,,FBIZ.US,BBG000QK39V9,1521951,319390100,US3193901002,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
2016-09-16,,FBK.US,BBG00DM434G9,1649749,30257X104,US30257X1046,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
2003-01-02,,FBMS.US,BBG000BHWFN5,947559,318916103,US3189161033,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
1987-05-05,,FBNC.US,BBG000BJ9RS6,811589,318910106,US3189101062,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
1987-01-14,,FBP.US,BBG000CYKKX8,1057706,318672706,US3186721029,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
1985-09-05,,FBRT.US,BBG0131739J2,1562528,,US35243J1016,Real Estate,REIT - Mortgage,Financials,Financial Services,Capital Markets,Asset Management & Custody Banks,US
2017-04-13,,FBRX.US,BBG001J2N4H0,1419041,,US34962G1094,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
1992-06-03,,FC.US,BBG000FCZM90,886206,354596108,US3534691098,Industrials,Consulting Services,Industrials,Commercial & Professional Services,Professional Services,Research & Consulting Services,US
1999-01-08,,FCAP.US,BBG000BB6568,1070296,319425104,US31942S1042,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
1995-07-24,,FCBC.US,BBG000BNCR58,859070,31983A103,US31983A1034,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
1998-07-07,,FCCO.US,BBG000BRD351,932781,319835104,US3198351047,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
1992-06-25,,FCEL.US,BBG000HQ1LB3,886128,29271E100,US35952H6018,Industrials,Electrical Equipment & Parts,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipment,US
1992-06-10,,FCF.US,BBG000CND7W0,712537,319829107,US3198291078,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
1991-06-10,,FCFS.US,BBG0145KL747,840489,33767D105,US33768G1076,Financial Services,Credit Services,Financials,Financial Services,Consumer Finance,Consumer Finance,US
1996-05-09,,FCN.US,BBG000K88H58,887936,345518104,US3029411093,Industrials,Consulting Services,Industrials,Commercial & Professional Services,Professional Services,Research & Consulting Services,US
1986-10-22,,FCNCA.US,BBG000BJCDS3,798941,31946M202,US31946M1036,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
2015-10-29,,FCPT.US,BBG009H33QM0,1650132,35086T109,US35086T1097,Real Estate,REIT - Retail,Real Estate,Equity Real Estate Investment Trusts (REITs),Diversified REITs,Specialized REITs,US
2010-04-22,,FCRD.US,BBG000JDGKJ8,1464963,,US26943B1008,Financial Services,Asset Management,,,,,US
2014-11-17,,FCUV.US,BBG005S5X7Z6,1590418,,US34417J1043,Technology,Scientific & Technical Instruments,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,US
1995-07-10,,FCX.US,BBG000BJDB15,831259,35671D865,US35671D8570,Basic Materials,Copper,Materials,Materials,Metals & Mining,Copper,US
1994-04-13,,FDBC.US,BBG000M814N2,1098151,31609R100,US31609R1005,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
2020-12-11,,FDMT.US,BBG00QG40R88,1650648,,US35104E1001,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
1997-10-24,,FDP.US,BBG000JLQGN3,1047340,G36738105,USG367381054,Consumer Defensive,Farm Products,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Agricultural Products & Services,US
1996-06-28,,FDS.US,BBG000BDJL83,1013237,303075105,US3030751057,Financial Services,Financial Data & Stock Exchanges,Financials,Financial Services,Capital Markets,Financial Exchanges & Data,US
2011-06-21,,FDUS.US,BBG001K9JH07,1513363,316500107,US3165001070,Financial Services,Asset Management,Financials,Financial Services,Capital Markets,Asset Management & Custody Banks,US
1978-04-12,,FDX.US,BBG000BJF1Z8,1048911,31304N107,US31428X1063,Industrials,Integrated Freight & Logistics,Industrials,Transportation,Air Freight & Logistics,Air Freight & Logistics,US
1984-11-05,,FE.US,BBG000BB6M98,1031296,337932107,US3379321074,Utilities,Utilities - Regulated Electric,Utilities,Utilities,Electric Utilities,Electric Utilities,US
2022-03-15,,FEAM.US,BBG013P11F43,1888654,,US33830Q1094,Basic Materials,Specialty Chemicals,Materials,Materials,Metals & Mining,Diversified Metals & Mining,US
2001-12-17,,FEERF.US,BBG000CWH7Z3,,,,Basic Materials,Other Industrial Metals & Mining,,,,,US
1984-11-05,,FELE.US,BBG000BJGGV8,38725,353514102,US3535141028,Industrials,Specialty Industrial Machinery,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplies & Components,US
2004-11-12,,FENC.US,BBG000DTH814,1211583,00686R408,CA31447P1009,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
2012-04-12,,FET.US,BBG000PDVKL1,1401257,34984V100,US34984V2097,Energy,Oil & Gas Equipment & Services,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,US
2008-07-14,,FF.US,BBG000GDSKT7,1337298,36116M106,US36116M1062,Basic Materials,Specialty Chemicals,Materials,Materials,Chemicals,Specialty Chemicals,US
1983-12-21,,FFBC.US,BBG000BJGW43,708955,320209109,US3202091092,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
1995-11-21,,FFIC.US,BBG000BZRV74,923139,343873105,US3438731057,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
2020-09-02,,FFIE.US,BBG00W4M4KW2,1805521,,US3073591097,Consumer Cyclical,Auto Manufacturers,Consumer Discretionary,Automobiles & Components,Automobiles,Automobile Manufacturers,US
1993-11-01,,FFIN.US,BBG000BL8476,36029,32020R109,US32020R1095,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
1999-06-04,,FFIV.US,BBG000CXYSZ6,1048695,315616102,US3156161024,Technology,Software - Infrastructure,Information Technology,Technology Hardware & Equipment,Communications Equipment,Communications Equipment,US
2007-10-10,,FFNW.US,BBG000TJHTJ4,1401564,32022K102,US32022K1025,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
2014-11-03,,FFWM.US,BBG001V9VY04,1413837,32026V104,US32026V1044,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
2004-03-18,,FGBI.US,BBG000BRLPF2,1408534,32043P106,US32043P1066,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
2014-11-14,,FGEN.US,BBG000FW5ZL6,921299,31572Q808,US31572Q8087,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
1998-05-14,,FHI.US,BBG000BP0929,1056288,314211103,US3142111034,Financial Services,Asset Management,Financials,Financial Services,Capital Markets,Asset Management & Custody Banks,US
1980-03-17,,FHN.US,BBG000GHZSZ6,36966,337162101,US3205171057,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
2020-10-23,,FHTX.US,BBG00HFZPB88,1822462,,US3441741077,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
2010-03-24,,FIBK.US,BBG000BMSC38,860413,32055Y201,US32055Y2019,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
1987-07-22,,FICO.US,BBG000DW76Y6,814547,303250104,US3032501047,Technology,Software - Application,Information Technology,Software & Services,Software,Application Software,US
2021-05-27,,FIGS.US,BBG004SK5VL9,1846576,,US30260D1037,Consumer Cyclical,Apparel Manufacturing,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Supplies,US
2001-06-20,,FIS.US,BBG000BK2F42,1136893,156880106,US31620M1062,Technology,Information Technology Services,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services,US
1999-06-25,,FISI.US,BBG000BY1L13,862831,317585404,US3175854047,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
1984-11-05,,FITB.US,BBG000BJL3N0,35527,316773100,US3167731005,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
2012-07-19,,FIVE.US,BBG001636CR2,1177609,33829M101,US33829M1018,Consumer Cyclical,Specialty Retail,Consumer Discretionary,Consumer Discretionary Distribution & Retail,Specialty Retail,Other Specialty Retail,US
2014-04-04,,FIVN.US,BBG001KHJM17,1288847,338307101,US3383071012,Technology,Software - Infrastructure,Information Technology,Software & Services,Software,Application Software,US
1997-06-27,,FIX.US,BBG000BWN2Y9,1035983,199908104,US1999081045,Industrials,Engineering & Construction,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,US
2018-03-28,,FIXX.US,BBG00CTTJWQ9,1661998,438083107,US4380831077,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
1991-09-13,,FIZZ.US,BBG000BF8CB6,69891,635017106,US6350171061,Consumer Defensive,Beverages - Non-Alcoholic,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Soft Drinks & Non-alcoholic Beverages,US
1980-03-17,,FL.US,BBG000BX8DC4,850209,980883102,US3448491049,Consumer Cyclical,Apparel Retail,Consumer Discretionary,Consumer Discretionary Distribution & Retail,Specialty Retail,Apparel Retail,US
1994-03-18,,FLEX.US,BBG000BP5YT0,866374,Y2573F102,USY2573F1022,Technology,Electronic Components,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,US
2016-09-29,,FLGT.US,BBG00DR7LTG2,1674930,359664109,US3596641098,Healthcare,Diagnostics & Research,Health Care,Health Care Equipment & Services,Health Care Providers & Services,Health Care Services,US
1987-01-12,,FLIC.US,BBG000BJMDS2,740663,320734106,US3207341062,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
1993-08-17,,FLL.US,BBG000BHSGF7,891482,359678109,US3596781092,Consumer Cyclical,Resorts & Casinos,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming,US
2021-10-28,,FLNC.US,BBG012QSDSK6,1868941,,US34379V1035,Utilities,Utilities - Renewable,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipment,US
2014-09-22,,FLNG.US,BBG000R0MG54,,G35947202,BMG359472021,Energy,Oil & Gas Midstream,Industrials,Transportation,Marine Transportation,Marine Transportation,US
2007-12-27,,FLNT.US,BBG000TWSVB6,1460329,G8005Y205,US34380C1027,Communication Services,Advertising Agencies,Communication Services,Media & Entertainment,Media,Advertising,US
1984-11-05,,FLO.US,BBG000BB4D72,1128928,343498101,US3434981011,Consumer Defensive,Packaged Foods,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,US
2000-12-01,,FLR.US,BBG000BB1TH9,1124198,343861100,US3434121022,Industrials,Engineering & Construction,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,US
1980-03-17,,FLS.US,BBG000FFH4P5,30625,266849108,US34354P1057,Industrials,Specialty Industrial Machinery,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplies & Components,US
2010-12-15,,FLT.US,BBG000GPXKX9,1175454,339041105,US3390411052,Technology,Software - Infrastructure,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services,US
1999-08-03,,FLWS.US,BBG000BBR9P6,1084869,68243Q106,US68243Q1067,Consumer Cyclical,Specialty Retail,Consumer Discretionary,Consumer Discretionary Distribution & Retail,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail,US
1984-11-05,,FLXS.US,BBG000BJNBB3,37472,339382103,US3393821034,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Home Furnishings,US
2021-05-26,,FLYW.US,BBG002030NC4,1580560,,US3024921039,Technology,Software - Infrastructure,Financials,Financial Services,Financial Services,Transaction & Payment Processing Services,US
2004-11-23,,FMAO.US,BBG000BLPL88,792966,30810N106,US30779N1054,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
1994-08-10,,FMBH.US,BBG000BD8VT0,700565,320866106,US3208661062,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
1984-11-05,,FMC.US,BBG000BJP882,37785,302491303,US3024913036,Basic Materials,Agricultural Inputs,Materials,Materials,Chemicals,Fertilizers & Agricultural Chemicals,US
1995-08-09,,FMNB.US,BBG000D9HD17,709337,309627107,US3096271073,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
2010-06-25,,FN.US,BBG000HBFQP5,1408710,G3323L100,USG3323L1001,Technology,Electronic Components,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,US
2021-10-15,,FNA.US,BBG005914H31,1531978,,US69913P1057,Healthcare,Medical Devices,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,US
1986-09-15,,FNB.US,BBG000BJ9B29,37808,302520101,US3025201019,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
1995-08-18,,FNCB.US,BBG000BP3SJ6,1035976,32110M101,US3025781093,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
2021-03-19,,FNCH.US,BBG00Q3DQDY6,1733257,,US31773D1019,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,US
2017-11-02,,FNKO.US,BBG00HXSHDQ9,1704711,361008105,US3610081057,Consumer Cyclical,Leisure,Consumer Discretionary,Consumer Discretionary Distribution & Retail,Distributors,Distributors,US
1999-07-15,,FNLC.US,BBG000KN6TT5,765207,335716106,US31866P1021,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
2015-01-30,,FNWB.US,BBG0080Q5RR0,1556727,335834107,US3358341077,Financial Services,Banks - Regional,Financials,Banks,Banks,Regional Banks,US
2019-04-18,,FOA.US,BBG00ZVN6MB0,1828937,,US31738L1070,Financial Services,Credit Services,Financials,Financial Services,Capital Markets,Asset Management & Custody Banks,US
2018-07-26,,FOCS.US,BBG00L0YTFN8,1651052,34417P100,US34417P1003,Financial Services,Asset Management,Financials,Financial Services,Capital Markets,Asset Management & Custody Banks,US
